numeric,how many years of work experience do you have with computer vision?
dropdown,"have you owned the entire cv/ml development stack before? 
have you owned the entire cv/ml development stack before?"
numeric,how many years of work experience do you have with graphics processing unit?
numeric,how many years of work experience do you have with high performance computing (hpc)?
